Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
40,Keidi Bare,al ALB,MF,Espanyol,25-048,1997,1.1,0,1,0,0.0,0.94,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,03049c8c
41,Kike Barja,es ESP,MFFW,Osasuna,25-197,1997,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,aad53e64
42,Ander Barrenetxea,es ESP,FWMF,Real Sociedad,20-292,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,200e89e1
43,Rodrigo Battaglia,ar ARG,MF,Mallorca,31-095,1991,4.5,0,1,0,0.0,0.22,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,d637fc22
44,Bebé,cv CPV,FWMF,Rayo Vallecano,32-095,1990,0.7,0,4,0,0.0,6.00,0.00,0.00,,32.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,d8712bf9
45,Héctor Bellerín,es ESP,DF,Barcelona,27-210,1995,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f874dd44
46,Fran Beltrán,es ESP,MF,Celta Vigo,23-254,1999,7.5,0,5,0,0.0,0.66,0.00,0.00,,27.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,ed5c5fa3
47,Karim Benzema,fr FRA,FW,Real Madrid,34-300,1987,5.0,3,26,9,34.6,5.20,1.80,0.08,0.22,15.1,2,1,2,5.3,3.6,0.14,-2.3,-1.6,Matches,70d74ece
48,Yuri Berchiche,es ESP,DF,Athletic Club,32-247,1990,2.0,0,4,1,25.0,2.00,0.50,0.00,0.00,20.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,b6e50615
49,Álex Berenguer,es ESP,FW,Athletic Club,27-103,1995,7.1,3,22,7,31.8,3.10,0.99,0.14,0.43,14.4,0,0,0,2.1,2.1,0.10,+0.9,+0.9,Matches,dc1c2fce
50,Pedro Bigas,es ESP,DF,Elche,32-030,1990,6.8,0,2,1,50.0,0.29,0.15,0.00,0.00,22.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,697295b1
51,El Bilal Touré,ml MLI,FW,Almería,21-012,2001,2.0,1,4,3,75.0,2.00,1.50,0.25,0.33,8.8,0,0,0,0.5,0.5,0.13,+0.5,+0.5,Matches,47c609d5
52,Blanco,es ESP,MF,Cádiz,22-084,2000,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,506daeac
53,Theo Bongonda,cd COD,MF,Cádiz,26-329,1995,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0da6a13e
54,Wassim Boullif,es ESP,DF,Espanyol,17-254,2005,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7f271d74
55,Yassine Bounou,ma MAR,GK,Sevilla,31-193,1991,6.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f6798fc3
56,Lucas Boyé,ar ARG,FW,Elche,26-229,1996,3.9,1,5,2,40.0,1.27,0.51,0.20,0.50,20.5,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches,d49f3e6b
57,Martin Braithwaite,dk DEN,FW,Espanyol,31-132,1991,3.9,2,12,6,50.0,3.05,1.53,0.17,0.33,17.4,0,0,0,1.3,1.3,0.12,+0.7,+0.7,Matches,fd771f95
58,Juan Brandáriz,es ESP,DF,Almería,23-227,1999,2.2,0,1,0,0.0,0.45,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,2475cf9b
59,Darko Brašanac,rs SRB,MF,Osasuna,30-245,1992,3.6,1,3,2,66.7,0.84,0.56,0.33,0.50,8.5,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches,4accb7e0
60,Ante Budimir,hr CRO,FW,Osasuna,31-085,1991,3.7,0,12,2,16.7,3.27,0.55,0.00,0.00,10.3,0,0,0,1.5,1.5,0.12,-1.5,-1.5,Matches,8f3565b3
61,Santiago Bueno,uy URU,DF,Girona,23-340,1998,8.0,0,4,1,25.0,0.50,0.12,0.00,0.00,13.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,edc98fac
62,Sergio Busquets,es ESP,MF,Barcelona,34-091,1988,5.8,0,2,1,50.0,0.34,0.17,0.00,0.00,24.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,5ab0ea87
63,Leandro Cabrera,uy URU,DF,Espanyol,31-120,1991,8.0,0,10,1,10.0,1.25,0.12,0.00,0.00,9.0,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches,69cbc8b6
64,Fernando Calero,es ESP,DFMF,Espanyol,27-031,1995,5.6,0,2,0,0.0,0.35,0.00,0.00,,8.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,41b3069f
65,Eduardo Camavinga,fr FRA,MF,Real Madrid,19-339,2002,4.1,0,5,0,0.0,1.21,0.00,0.00,,24.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,7b9c2d84
66,Sergio Camello,es ESP,FW,Rayo Vallecano,21-247,2001,6.9,1,17,4,23.5,2.46,0.58,0.06,0.25,15.0,0,0,0,1.7,1.7,0.10,-0.7,-0.7,Matches,873619c6
67,Sergio Canales,es ESP,MFFW,Betis,31-241,1991,5.4,1,4,2,50.0,0.74,0.37,0.25,0.50,16.3,0,0,0,0.5,0.5,0.12,+0.5,+0.5,Matches,a6de370d
68,Ander Capa,es ESP,FW,Athletic Club,30-249,1992,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,37f1cf47
69,Étienne Capoue,fr FRA,MF,Villarreal,34-096,1988,7.5,0,8,2,25.0,1.06,0.27,0.00,0.00,15.0,0,0,0,1.2,1.2,0.15,-1.2,-1.2,Matches,5acc4a10
70,Isaac Carcelen,es ESP,DF,Cádiz,29-175,1993,1.8,0,1,0,0.0,0.57,0.00,0.00,,23.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,c4b888df
71,Juan Carlos,es ESP,GK,Girona,34-268,1988,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,688b96e3
72,José Carlos Lazo,es ESP,MFFW,Almería,26-241,1996,0.2,0,2,1,50.0,9.00,4.50,0.00,0.00,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,5b93209a
73,José Carlos Lazo,es ESP,FW,Espanyol,26-241,1996,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5b93209a
74,Carmona,es ESP,DF,Sevilla,20-259,2002,3.8,2,5,2,40.0,1.31,0.52,0.40,1.00,14.1,0,0,0,1.1,1.1,0.22,+0.9,+0.9,Matches,2dce876a
75,Yannick Carrasco,be BEL,DF,Atlético Madrid,29-041,1993,5.5,1,16,6,37.5,2.93,1.10,0.06,0.17,16.8,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches,de39485a
76,Dani Carvajal,es ESP,DF,Real Madrid,30-277,1992,5.0,0,4,0,0.0,0.80,0.00,0.00,,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,4958bfb2
77,William Carvalho,pt POR,MF,Betis,30-191,1992,6.2,0,4,2,50.0,0.65,0.32,0.00,0.00,11.8,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches,dee86451
78,Casals,es ESP,FWMF,Girona,17-130,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ebeb2c4a
79,Casemiro,br BRA,MF,Real Madrid,30-234,1992,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4d224fe8
80,Valentín Castellanos,ar ARG,FW,Girona,24-012,1998,7.4,2,16,4,25.0,2.15,0.54,0.13,0.50,16.4,0,0,0,1.1,1.1,0.07,+0.9,+0.9,Matches,da76bab4
81,Samu Castillejo,es ESP,FWMF,Valencia,27-270,1995,5.7,2,15,3,20.0,2.65,0.53,0.13,0.67,18.9,1,0,0,1.0,1.0,0.06,+1.0,+1.0,Matches,130a7a3f
82,Catena,es ESP,DF,Rayo Vallecano,27-352,1994,9.0,1,3,2,66.7,0.33,0.22,0.33,0.50,8.0,0,0,0,0.4,0.4,0.12,+0.6,+0.6,Matches,274ab13c
83,Edinson Cavani,uy URU,FW,Valencia,35-243,1987,2.4,0,6,0,0.0,2.50,0.00,0.00,,19.3,1,0,1,1.3,0.5,0.08,-1.3,-0.5,Matches,527f063d
84,Dani Ceballos,es ESP,MF,Real Madrid,26-069,1996,1.9,0,2,1,50.0,1.07,0.53,0.00,0.00,23.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,c0617e2b
85,Franco Cervi,ar ARG,MF,Celta Vigo,28-142,1994,6.5,0,7,2,28.6,1.07,0.31,0.00,0.00,20.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,5e1028e5
86,Pep Chavarría,es ESP,FWDF,Rayo Vallecano,24-188,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,63c5e56b
87,Andreas Christensen,dk DEN,DF,Barcelona,26-188,1996,2.7,0,1,0,0.0,0.38,0.00,0.00,,5.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,1cb49278
88,Samuel Chukwueze,ng NGA,MF,Villarreal,23-146,1999,2.4,0,7,1,14.3,2.93,0.42,0.00,0.00,17.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,b8a642fc
89,Víctor Chust,es ESP,DF,Cádiz,22-224,2000,6.5,1,1,1,100.0,0.15,0.15,1.00,1.00,3.0,0,0,0,0.7,0.7,0.68,+0.3,+0.3,Matches,ec1a731e
90,Pathé Ciss,sn SEN,MFDF,Rayo Vallecano,28-213,1994,5.4,1,6,3,50.0,1.10,0.55,0.17,0.33,21.2,0,0,0,1.1,1.1,0.18,-0.1,-0.1,Matches,9a0408b6
91,Carlos Clerc,es ESP,DF,Elche,30-236,1992,3.7,0,3,1,33.3,0.81,0.27,0.00,0.00,16.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,33a61a52
92,Álex Collado,es ESP,MFFW,Elche,23-176,1999,3.2,1,9,4,44.4,2.80,1.25,0.11,0.25,20.7,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches,85dace26
93,Eray Cömert,ch SUI,DF,Valencia,24-253,1998,4.7,1,4,3,75.0,0.86,0.64,0.25,0.33,14.1,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches,15937e17
94,Santi Comesaña,es ESP,MF,Rayo Vallecano,26-010,1996,4.1,0,7,0,0.0,1.72,0.00,0.00,,16.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,5ae499d0
95,Copete,es ESP,DF,Mallorca,23-005,1999,6.7,0,3,0,0.0,0.45,0.00,0.00,,6.7,0,0,0,0.6,0.6,0.20,-0.6,-0.6,Matches,0f26ffd7
96,Francis Coquelin,fr FRA,MF,Villarreal,31-155,1991,3.6,1,4,1,25.0,1.10,0.28,0.25,1.00,17.0,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches,a6951bf8
97,Jesús Corona,mx MEX,FW,Sevilla,29-282,1993,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fb938d24
98,Ángel Correa,ar ARG,FW,Atlético Madrid,27-220,1995,2.5,3,11,5,45.5,4.48,2.04,0.27,0.60,14.4,0,0,0,1.7,1.7,0.16,+1.3,+1.3,Matches,01eb744d
99,Thierry Correia,pt POR,DF,Valencia,23-220,1999,7.6,0,4,0,0.0,0.53,0.00,0.00,,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,c78b352d
100,Jaume Costa,es ESP,DF,Mallorca,34-211,1988,6.8,0,5,4,80.0,0.73,0.58,0.00,0.00,13.4,0,0,0,0.8,0.8,0.15,-0.8,-0.8,Matches,808d48f3
101,Samu Costa,pt POR,MF,Almería,21-322,2000,7.1,0,5,2,40.0,0.70,0.28,0.00,0.00,27.0,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,76c2a023
102,Thibaut Courtois,be BEL,GK,Real Madrid,30-157,1992,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1840e36d
103,Yan Couto,br BRA,DF,Girona,20-134,2002,3.7,0,1,0,0.0,0.27,0.00,0.00,,32.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,1944818c
104,Juan Cruz Armada,es ESP,DF,Osasuna,30-079,1992,8.0,0,1,0,0.0,0.12,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,a56da3ba
105,Braian Cufré,ar ARG,DF,Mallorca,25-304,1996,1.2,0,3,0,0.0,2.60,0.00,0.00,,20.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,192c89a6
106,Matheus Cunha,br BRA,FWMF,Atlético Madrid,23-141,1999,2.4,0,6,4,66.7,2.50,1.67,0.00,0.00,12.2,0,0,0,1.0,1.0,0.17,-1.0,-1.0,Matches,dc62b55d
107,Curro,es ESP,MFFW,Almería,26-285,1996,0.5,0,1,1,100.0,2.09,2.09,0.00,0.00,14.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,f9a225f5
108,Sergi Darder,es ESP,MF,Espanyol,28-297,1993,7.8,1,8,1,12.5,1.03,0.13,0.13,1.00,24.3,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches,070a3904
109,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,28-144,1994,3.5,1,3,2,66.7,0.85,0.56,0.33,0.50,26.1,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches,162efffd
110,Thomas Delaney,dk DEN,MF,Sevilla,31-042,1991,2.5,0,3,1,33.3,1.22,0.41,0.00,0.00,17.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,fe641c1a
111,Fran Delgado,es ESP,DF,Betis,21-096,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e7d2a50b
112,Ousmane Dembélé,fr FRA,FW,Barcelona,25-153,1997,5.6,2,22,7,31.8,3.94,1.25,0.09,0.29,18.3,0,0,0,1.6,1.6,0.07,+0.4,+0.4,Matches,b19db005
113,Memphis Depay,nl NED,FW,Barcelona,28-244,1994,1.3,1,6,3,50.0,4.74,2.37,0.17,0.33,11.1,0,0,0,0.9,0.9,0.15,+0.1,+0.1,Matches,8f696594
114,Mouctar Diakhaby,gn GUI,DF,Valencia,25-300,1996,7.8,2,3,2,66.7,0.39,0.26,0.67,1.00,4.1,0,0,0,1.0,1.0,0.35,+1.0,+1.0,Matches,d2110326
115,Mamady Diarra,ml MLI,MF,Cádiz,22-111,2000,0.7,0,3,0,0.0,4.09,0.00,0.00,,14.6,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches,80211dc5
116,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,28-294,1993,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fc70e345
117,Malcom Abdulai Ares Djalo,es ESP,FW,Athletic Club,21-003,2001,0.1,0,1,0,0.0,18.00,0.00,0.00,,27.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,a461f098
118,Djené,tg TOG,DF,Getafe,30-288,1991,6.3,0,2,0,0.0,0.32,0.00,0.00,,17.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,a4971d84
119,Marko Dmitrović,rs SRB,GK,Sevilla,30-264,1992,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ac295d9e
120,Kasper Dolberg,dk DEN,FW,Sevilla,25-009,1997,2.0,0,2,1,50.0,0.98,0.49,0.00,0.00,17.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,cc83b74d
121,Carlos Dominguez,es ESP,MF,Celta Vigo,21-246,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3521abfe
122,John Donald,es ESP,DF,Elche,22-046,2000,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5e95c000
123,Domingos Duarte,pt POR,DF,Getafe,27-219,1995,9.0,0,5,2,40.0,0.56,0.22,0.00,0.00,11.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches,93090f69
124,Hugo Duro,es ESP,FW,Valencia,22-339,1999,2.5,1,9,2,22.2,3.65,0.81,0.11,0.50,12.2,0,0,0,1.1,1.1,0.12,-0.1,-0.1,Matches,37e103f8
125,Íñigo Eguaras,es ESP,MF,Almería,30-222,1992,3.2,0,1,0,0.0,0.32,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,3e93f8cf
126,Aritz Elustondo,es ESP,DF,Real Sociedad,28-201,1994,5.2,0,3,0,0.0,0.58,0.00,0.00,,14.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,f7dc2ae5
127,Rodrigo Ely,br BRA,DF,Almería,28-346,1993,8.0,0,6,1,16.7,0.75,0.12,0.00,0.00,9.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,fd47b4f2
128,Adri Embarba,es ESP,FWMF,Espanyol,30-161,1992,0.4,0,2,0,0.0,5.14,0.00,0.00,,29.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,db8f0eba
129,Adri Embarba,es ESP,FW,Almería,30-161,1992,2.2,0,5,1,20.0,2.23,0.45,0.00,0.00,20.6,1,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,db8f0eba
130,Youssef En-Nesyri,ma MAR,FW,Sevilla,25-136,1997,3.1,0,9,5,55.6,2.87,1.60,0.00,0.00,10.2,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches,04e17fd5
131,Sergio Escudero,es ESP,DF,Valladolid,33-043,1989,5.4,0,7,2,28.6,1.30,0.37,0.00,0.00,23.5,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,b0616e3d
132,Alfonso Espino,uy URU,DF,Cádiz,30-283,1992,7.5,0,4,0,0.0,0.53,0.00,0.00,,32.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,db001fa9
133,Bernardo Espinosa,co COL,DF,Girona,33-096,1989,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4242011c
134,Edu Expósito,es ESP,MF,Espanyol,26-075,1996,5.8,2,8,4,50.0,1.38,0.69,0.25,0.50,29.1,2,0,0,0.3,0.3,0.04,+1.7,+1.7,Matches,283c7121
135,Nicolás Ezequiel Fernández,ar ARG,DFMF,Elche,22-277,2000,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3409de86
136,Abdessamad Ezzalzouli,ma MAR,FWMF,Osasuna,20-302,2001,2.2,0,6,1,16.7,2.69,0.45,0.00,0.00,16.5,1,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,bed68338
137,Radamel Falcao,co COL,FW,Rayo Vallecano,36-247,1986,2.8,1,9,3,33.3,3.20,1.07,0.11,0.33,14.2,0,0,0,1.1,1.1,0.12,-0.1,-0.1,Matches,66116290
138,Fali,es ESP,MFDF,Cádiz,29-064,1993,2.2,0,1,0,0.0,0.46,0.00,0.00,,17.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,72a84002
139,Ansu Fati,es ESP,FW,Barcelona,19-349,2002,2.8,2,13,5,38.5,4.68,1.80,0.15,0.40,13.3,1,0,0,2.5,2.5,0.19,-0.5,-0.5,Matches,0ba976e4
140,Zouhair Feddal,ma MAR,DF,Valladolid,33-287,1989,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,89151b16
141,Nabil Fekir,fr FRA,MFFW,Betis,29-089,1993,3.3,0,7,1,14.3,2.12,0.30,0.00,0.00,20.9,3,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,bece776f
142,Felipe,br BRA,DF,Atlético Madrid,33-152,1989,1.0,0,1,0,0.0,1.00,0.00,0.00,,10.6,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,51a3c4c8
143,Luiz Felipe,it ITA,DF,Betis,25-207,1997,3.4,0,1,0,0.0,0.30,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,15d0c248
144,João Félix,pt POR,FW,Atlético Madrid,22-339,1999,4.8,0,12,3,25.0,2.49,0.62,0.00,0.00,20.2,0,0,0,1.1,1.1,0.09,-1.1,-1.1,Matches,8aafd64f
145,Kiko Femenía,es ESP,DF,Villarreal,31-255,1991,5.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e5d01ecf
146,Álex Fernández,es ESP,MF,Cádiz,30-000,1992,2.6,0,3,1,33.3,1.17,0.39,0.00,0.00,9.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,aa677a35
147,Álvaro Fernández,es ESP,GK,Espanyol,24-185,1998,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f127d782
148,Carlos Fernández,es ESP,FW,Real Sociedad,26-146,1996,0.2,0,1,1,100.0,4.50,4.50,0.00,0.00,17.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,e08647d6
149,Federico Fernández,ar ARG,DF,Elche,33-236,1989,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f25b010f
150,Joaquín Fernández,es ESP,DF,Valladolid,26-137,1996,7.1,0,2,0,0.0,0.28,0.00,0.00,,7.0,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches,b86a64b2
151,Fernando,br BRA,MFDF,Sevilla,35-082,1987,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,41f32541
152,Fernando,es ESP,GK,Almería,32-127,1990,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,dabb2827
153,Fidel,es ESP,MFFW,Elche,32-353,1989,1.6,0,1,0,0.0,0.63,0.00,0.00,,18.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,eb82b6f1
154,Dimitri Foulquier,fr FRA,DFMF,Valencia,29-206,1993,1.2,0,1,0,0.0,0.87,0.00,0.00,,8.0,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,45e17712
155,Juan Foyth,ar ARG,DF,Villarreal,24-276,1998,2.6,0,1,1,100.0,0.38,0.38,0.00,0.00,7.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,6c7762c3
156,Iván Fresneda,es ESP,DF,Valladolid,18-017,2004,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,29d0f2ac
157,Javi Galán,es ESP,DF,Celta Vigo,27-330,1994,8.0,0,2,0,0.0,0.25,0.00,0.00,,25.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,a4b00319
158,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,29-070,1993,3.5,0,3,0,0.0,0.85,0.00,0.00,,18.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,91f7631f
159,Aleix García,es ESP,MF,Girona,25-109,1997,7.8,0,10,5,50.0,1.27,0.64,0.00,0.00,27.3,1,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,a10361d2
160,Álvaro García,es ESP,FW,Rayo Vallecano,29-353,1992,7.6,0,10,5,50.0,1.32,0.66,0.00,0.00,18.3,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches,90bbd822
161,Dani García,es ESP,MF,Athletic Club,32-144,1990,3.4,0,1,0,0.0,0.30,0.00,0.00,,33.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,240d3a0b
162,David García,es ESP,DF,Osasuna,28-243,1994,6.7,0,3,0,0.0,0.45,0.00,0.00,,8.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,3e42f707
163,Eric García,es ESP,DF,Barcelona,21-279,2001,4.3,1,3,1,33.3,0.70,0.23,0.33,1.00,6.4,0,0,0,0.9,0.9,0.30,+0.1,+0.1,Matches,2bed3eab
164,Francisco Garcia,es ESP,DF,Rayo Vallecano,23-062,1999,9.0,0,3,1,33.3,0.33,0.11,0.00,0.00,27.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,7226539b
165,Raúl García,es ESP,MFFW,Athletic Club,36-096,1986,1.4,0,7,0,0.0,5.00,0.00,0.00,,16.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,b418dbd4
166,Rubén García,es ESP,MF,Osasuna,29-093,1993,2.4,1,5,1,20.0,2.11,0.42,0.20,1.00,13.0,0,0,0,1.3,1.3,0.25,-0.3,-0.3,Matches,5c96b017
167,Unai García,es ESP,DF,Osasuna,30-254,1992,7.4,0,2,0,0.0,0.27,0.00,0.00,,6.5,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches,4a633cfe
168,Sékou Gassama,sn SEN,FW,Valladolid,27-162,1995,0.4,0,2,0,0.0,5.00,0.00,0.00,,9.5,0,0,0,0.4,0.4,0.19,-0.4,-0.4,Matches,475a738b
169,Óscar Gil,es ESP,DF,Espanyol,24-172,1998,4.9,0,2,1,50.0,0.41,0.21,0.00,0.00,17.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,6652cf96
170,Álvaro Giménez,es ESP,FW,Cádiz,31-149,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,18017beb
171,Dani Gómez,es ESP,MFFW,Espanyol,24-077,1998,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0e5ddc7c
172,Maxi Gómez,uy URU,FW,Valencia,26-062,1996,1.2,0,3,0,0.0,2.50,0.00,0.00,,17.4,1,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,4c2e9442
173,Moi Gómez,es ESP,MFFW,Osasuna,28-114,1994,7.4,0,5,2,40.0,0.67,0.27,0.00,0.00,22.5,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches,5a626448
174,Papu Gómez,ar ARG,MFFW,Sevilla,34-242,1988,4.2,0,11,4,36.4,2.61,0.95,0.00,0.00,23.8,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,6e4df551
175,Sergi Gómez,es ESP,DF,Espanyol,30-201,1992,5.3,0,1,0,0.0,0.19,0.00,0.00,,4.1,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Matches,bc6f5f06
176,Diego González,es ESP,DF,Elche,27-260,1995,1.4,0,1,0,0.0,0.69,0.00,0.00,,4.0,0,0,0,0.3,0.3,0.29,-0.3,-0.3,Matches,4ac7608e
177,Édgar González,es ESP,DF,Betis,25-197,1997,5.7,0,1,0,0.0,0.17,0.00,0.00,,4.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,49d028db
178,Nicolás González,es ESP,MF,Valencia,20-285,2002,2.6,1,6,2,33.3,2.30,0.77,0.17,0.50,14.2,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches,2c56a792
