Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
424,Pietro Terracciano,it ITA,GK,Fiorentina,32-221,1990,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e1b0a70d
425,Aleksa Terzić,rs SRB,DF,Fiorentina,23-059,1999,2.3,0,1,0,0.0,0.43,0.00,0.00,,26.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,3ef0a2d7
426,Kristian Thorstvedt,no NOR,MF,Sassuolo,23-216,1999,4.8,1,10,4,40.0,2.06,0.83,0.10,0.25,15.8,0,0,0,1.4,1.4,0.14,-0.4,-0.4,Matches,76ff8d0d
427,Jeremy Toljan,de GER,DF,Sassuolo,28-068,1994,8.9,0,2,0,0.0,0.22,0.00,0.00,,18.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,a96e5dc0
428,Rafael Tolói,it ITA,DF,Atalanta,32-005,1990,7.5,1,9,4,44.4,1.20,0.53,0.11,0.25,11.1,0,0,0,1.2,1.2,0.14,-0.2,-0.2,Matches,c56dc39e
429,Fikayo Tomori,eng ENG,DF,Milan,24-300,1997,8.3,1,1,1,100.0,0.12,0.12,1.00,1.00,5.0,0,0,0,0.4,0.4,0.40,+0.6,+0.6,Matches,7edfbb8a
430,Sandro Tonali,it ITA,MF,Milan,22-160,2000,7.3,0,9,3,33.3,1.23,0.41,0.00,0.00,24.7,3,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,0db169ae
431,Frank Tsadjout,it ITA,FW,Cremonese,23-079,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0588a092
432,Alessandro Tuia,it ITA,DF,Lecce,32-129,1990,2.0,0,2,1,50.0,1.00,0.50,0.00,0.00,9.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,26c54058
433,Iyenoma Udogie,it ITA,DF,Udinese,19-321,2002,7.8,2,5,3,60.0,0.64,0.39,0.40,0.67,11.4,0,0,0,1.1,1.1,0.21,+0.9,+0.9,Matches,7cd520e8
434,Samuel Umtiti,fr FRA,DF,Lecce,28-335,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3eed9821
435,Diego Valencia,cl CHI,FWDF,Salernitana,22-274,2000,0.8,0,1,1,100.0,1.32,1.32,0.00,0.00,8.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,71005acd
436,Emanuele Valeri,it ITA,DF,Cremonese,23-312,1998,6.5,1,8,2,25.0,1.22,0.31,0.13,0.50,19.4,1,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches,ec52b661
437,Mattia Valoti,it ITA,MF,Monza,29-039,1993,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c414df9d
438,Johan Vásquez,mx MEX,DF,Cremonese,23-358,1998,2.8,0,1,0,0.0,0.36,0.00,0.00,,21.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,5eaed77a
439,Matías Vecino,uy URU,MF,Lazio,31-052,1991,4.0,1,6,2,33.3,1.49,0.50,0.17,0.50,13.2,0,0,0,0.6,0.6,0.10,+0.4,+0.4,Matches,44ac04e9
440,Miguel Veloso,pt POR,MF,Hellas Verona,36-157,1986,4.7,0,5,1,20.0,1.07,0.21,0.00,0.00,23.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,ab1ca213
441,Lorenzo Venuti,it ITA,DF,Fiorentina,27-186,1995,3.0,0,4,4,100.0,1.34,1.34,0.00,0.00,22.9,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,983ff2c7
442,Daniele Verde,it ITA,FWMF,Spezia,26-117,1996,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d3298c99
443,Simone Verdi,it ITA,MFFW,Hellas Verona,30-095,1992,2.1,0,4,1,25.0,1.87,0.47,0.00,0.00,25.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,0375723e
444,Valerio Verre,it ITA,MF,Sampdoria,28-277,1994,2.9,0,6,1,16.7,2.09,0.35,0.00,0.00,20.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,33ecf462
445,Guglielmo Vicario,it ITA,GK,Empoli,26-008,1996,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,77d6fd4d
446,Ronaldo Vieira,gw GNB,MF,Sampdoria,24-088,1998,5.1,0,3,0,0.0,0.59,0.00,0.00,,27.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,75e60d75
447,Emanuel Vignato,it ITA,MFFW,Bologna,22-052,2000,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ec5dae45
448,Tonny Vilhena,nl NED,MF,Salernitana,27-285,1995,8.5,1,15,3,20.0,1.76,0.35,0.07,0.33,26.4,1,0,0,1.0,1.0,0.07,0.0,0.0,Matches,c7069d87
449,Gonzalo Villar,es ESP,MF,Sampdoria,24-206,1998,3.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bdc74a8f
450,Matías Viña,uy URU,DF,Roma,24-340,1997,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,08eb3b58
451,Dušan Vlahović,rs SRB,FW,Juventus,22-260,2000,7.7,5,23,7,30.4,2.97,0.91,0.17,0.57,15.3,3,1,1,2.9,2.1,0.09,+2.1,+1.9,Matches,79443529
452,Nikola Vlašić,hr CRO,MFFW,Torino,25-011,1997,8.5,3,22,10,45.5,2.59,1.18,0.14,0.30,15.4,0,0,0,2.6,2.6,0.12,+0.4,+0.4,Matches,aa8e289e
453,Mërgim Vojvoda,xk KVX,DF,Torino,27-256,1995,3.1,0,3,1,33.3,0.97,0.32,0.00,0.00,9.9,0,0,0,0.6,0.6,0.21,-0.6,-0.6,Matches,be2706c0
454,Aster Vranckx,be BEL,MF,Milan,20-011,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f86cd5df
455,Stefan de Vrij,nl NED,DF,Inter,30-252,1992,6.1,0,4,1,25.0,0.66,0.17,0.00,0.00,6.8,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches,d0d8dd44
456,Walace,br BRA,MF,Udinese,27-194,1995,8.6,0,9,2,22.2,1.05,0.23,0.00,0.00,24.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,26db8853
457,Sebastian Walukiewicz,pl POL,DF,Empoli,22-193,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,217875a4
458,Georginio Wijnaldum,nl NED,MF,Roma,31-338,1990,0.1,0,1,0,0.0,6.92,0.00,0.00,,18.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,eb58eef0
459,Gerard Yepes,es ESP,FW,Sampdoria,20-051,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ee9040b4
460,Mattia Zaccagni,it ITA,FW,Lazio,27-121,1995,7.4,3,13,7,53.8,1.76,0.95,0.23,0.43,15.7,0,0,0,1.7,1.7,0.13,+1.3,+1.3,Matches,d85c238b
461,Denis Zakaria,ch SUI,MF,Juventus,25-329,1996,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,384d58d9
462,Nicola Zalewski,pl POL,DF,Roma,20-265,2002,2.8,0,3,2,66.7,1.09,0.73,0.00,0.00,22.8,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,45191c29
463,Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,26-333,1995,8.6,2,16,7,43.8,1.87,0.82,0.13,0.29,14.0,0,0,0,1.7,1.7,0.10,+0.3,+0.3,Matches,6bb2c084
464,Luca Zanimacchia,it ITA,MFFW,Cremonese,24-088,1998,6.1,0,12,3,25.0,1.97,0.49,0.00,0.00,20.5,2,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,5e834dce
465,Nicolò Zaniolo,it ITA,MFFW,Roma,23-105,1999,3.8,0,12,2,16.7,3.17,0.53,0.00,0.00,17.0,0,0,0,1.5,1.5,0.12,-1.5,-1.5,Matches,9907b1c8
466,Duván Zapata,co COL,FW,Atalanta,31-197,1991,3.2,0,5,2,40.0,1.57,0.63,0.00,0.00,17.5,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches,d3de9af0
467,Davide Zappacosta,it ITA,DF,Atalanta,30-126,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7fe90ccd
468,Alessio Zerbin,it ITA,FWMF,Napoli,23-226,1999,0.6,0,1,1,100.0,1.67,1.67,0.00,0.00,15.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,d19ef4ef
469,Piotr Zieliński,pl POL,MF,Napoli,28-148,1994,5.9,1,16,6,37.5,2.69,1.01,0.06,0.17,21.2,2,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches,a5296e55
470,David Zima,cz CZE,DF,Torino,21-341,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,acf7e795
471,Joshua Zirkzee,nl NED,FWMF,Bologna,21-146,2001,0.5,0,2,0,0.0,4.09,0.00,0.00,,8.9,0,0,0,0.5,0.5,0.26,-0.5,-0.5,Matches,028e70b9
472,Nadir Zortea,it ITA,DF,Atalanta,23-118,1999,1.1,0,2,2,100.0,1.86,1.86,0.00,0.00,24.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,82598b71
473,Szymon Żurkowski,pl POL,MF,Fiorentina,25-020,1997,0.4,0,2,1,50.0,5.63,2.81,0.00,0.00,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,4e1d5e59
