Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
373,Alexsandro Ribeiro,br BRA,DF,Lille,23-067,1999,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,102c9665
374,Rémy Riou,fr FRA,GK,Lyon,35-070,1987,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7f41ee30
375,Renaud Ripart,fr FRA,FW,Troyes,29-215,1993,6.3,2,22,9,40.9,3.48,1.42,0.09,0.22,17.2,0,0,0,1.9,1.9,0.09,+0.1,+0.1,Matches,beae3a73
376,Joe Rodon,wls WAL,DF,Rennes,24-358,1997,9.0,1,7,2,28.6,0.78,0.22,0.14,0.50,6.8,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matches,8d62d31a
377,Valentin Rongier,fr FRA,MF,Marseille,27-312,1994,7.7,0,8,0,0.0,1.04,0.00,0.00,,21.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,ed45c4a5
378,Pablo Rosario,nl NED,MFDF,Nice,25-281,1997,5.5,0,1,0,0.0,0.18,0.00,0.00,,10.0,0,0,0,0.2,0.2,0.24,-0.2,-0.2,Matches,1a6b7ea4
379,Anthony Rouault,fr FRA,DF,Toulouse,21-139,2001,10.0,0,1,1,100.0,0.10,0.10,0.00,0.00,14.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,9b545925
380,Kays Ruiz,ma MAR,MF,Auxerre,20-050,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,90a9cc01
381,Fabián Ruiz Peña,es ESP,MF,Paris S-G,26-195,1996,2.7,0,3,1,33.3,1.10,0.37,0.00,0.00,18.2,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,c0c7ff58
382,Halid Šabanović,ba BIH,DF,Angers,23-054,1999,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8299e363
383,Falaye Sacko,ml MLI,DF,Montpellier,27-167,1995,6.8,0,3,0,0.0,0.44,0.00,0.00,,12.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,6388e356
384,Wesley Saïd,fr FRA,FWMF,Lens,27-179,1995,1.8,2,6,3,50.0,3.35,1.68,0.33,0.67,14.1,0,0,0,0.5,0.5,0.08,+1.5,+1.5,Matches,90fcf472
385,Théo Sainte-Luce,fr FRA,DF,Montpellier,23-360,1998,3.9,1,3,2,66.7,0.76,0.51,0.33,0.50,20.0,0,0,0,0.3,0.3,0.11,+0.7,+0.7,Matches,93c942fb
386,Hamza Sakhi,ma MAR,MF,Auxerre,26-130,1996,8.6,0,12,2,16.7,1.39,0.23,0.00,0.00,23.0,1,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,c9151d66
387,Mamadou Sakho,fr FRA,DF,Montpellier,32-244,1990,4.2,1,2,1,50.0,0.47,0.24,0.50,1.00,7.0,0,0,0,0.4,0.4,0.19,+0.6,+0.6,Matches,87935cf3
388,Amine Salama,fr FRA,FWMF,Angers,22-089,2000,2.6,1,7,2,28.6,2.65,0.76,0.14,0.50,13.8,0,0,0,1.2,1.2,0.18,-0.2,-0.2,Matches,bc7cc472
389,Yoann Salmier,gf GUF,DF,Troyes,29-328,1992,7.9,1,4,2,50.0,0.51,0.25,0.25,0.50,13.9,0,0,0,0.7,0.7,0.17,+0.3,+0.3,Matches,c3725db2
390,Mama Samba Baldé,gw GNB,FW,Troyes,26-343,1995,8.6,5,27,11,40.7,3.14,1.28,0.19,0.45,16.8,0,0,0,3.6,3.6,0.13,+1.4,+1.4,Matches,fb14aa28
391,Brice Samba,cg CGO,GK,Lens,28-173,1994,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,60d90c55
392,Renato Sanches,pt POR,MF,Paris S-G,25-058,1997,2.1,1,4,1,25.0,1.87,0.47,0.25,1.00,13.8,0,0,0,0.9,0.9,0.22,+0.1,+0.1,Matches,032f894e
393,Alexis Sánchez,cl CHI,FWMF,Marseille,33-300,1988,5.8,4,14,7,50.0,2.41,1.21,0.29,0.57,12.4,0,0,1,3.2,2.4,0.17,+0.8,+1.6,Matches,2c0f8e9e
394,Baptiste Santamaria,fr FRA,MF,Rennes,27-220,1995,6.1,1,7,5,71.4,1.14,0.82,0.14,0.20,18.8,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches,5e22e2a4
395,Pablo Sarabia,es ESP,FWMF,Paris S-G,30-157,1992,2.9,0,2,0,0.0,0.69,0.00,0.00,,9.3,0,0,0,0.7,0.7,0.33,-0.7,-0.7,Matches,9744ff80
396,Muhammed Saracevic Cham,at AUT,MFFW,Clermont Foot,22-019,2000,7.0,3,12,5,41.7,1.70,0.71,0.25,0.60,19.0,1,0,0,1.1,1.1,0.09,+1.9,+1.9,Matches,f527a32c
397,Malang Sarr,fr FRA,DF,Monaco,23-265,1999,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4315f30d
398,Téji Savanier,fr FRA,MF,Montpellier,30-297,1991,6.7,3,15,5,33.3,2.23,0.74,0.13,0.40,28.8,4,1,1,1.3,0.5,0.03,+1.7,+1.5,Matches,6bde367b
399,Kasper Schmeichel,dk DEN,GK,Nice,35-344,1986,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,53af52f3
400,Alidu Seidu,gh GHA,DF,Clermont Foot,22-133,2000,9.5,0,2,0,0.0,0.21,0.00,0.00,,26.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,cea59f02
401,Matz Sels,be BEL,GK,Strasbourg,30-231,1992,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,834b5c4c
402,Marvin Senaya,tg TOG,DF,Strasbourg,21-260,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1d383c10
403,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,25-076,1997,7.7,0,6,4,66.7,0.78,0.52,0.00,0.00,22.8,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,30af8b93
404,Abdallah Sima,sn SEN,FW,Angers,21-120,2001,3.5,0,6,2,33.3,1.70,0.57,0.00,0.00,12.4,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches,fdbde523
405,Moses Simon,ng NGA,FWMF,Nantes,27-095,1995,7.5,3,11,4,36.4,1.46,0.53,0.27,0.75,15.2,1,0,0,1.9,1.9,0.17,+1.1,+1.1,Matches,5f3eaaf5
406,Lassine Sinayoko,ml MLI,MFFW,Auxerre,22-311,1999,5.1,0,12,1,8.3,2.36,0.20,0.00,0.00,15.5,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches,5e5249c8
407,Ibrahima Sissoko,fr FRA,MF,Strasbourg,24-353,1997,2.5,0,4,1,25.0,1.60,0.40,0.00,0.00,14.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,0f8418aa
408,Moussa Sissoko,fr FRA,MF,Nantes,33-060,1989,3.6,0,1,0,0.0,0.28,0.00,0.00,,7.0,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,2acd49b9
409,Islam Slimani,dz ALG,FW,Brest,34-119,1988,6.1,1,8,2,25.0,1.31,0.33,0.13,0.50,11.9,0,0,1,1.9,1.1,0.14,-0.9,-0.1,Matches,ffec9769
410,Carlos Soler,es ESP,MFFW,Paris S-G,25-286,1997,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fed17f5a
411,François-Joseph Sollacaro,fr FRA,GK,Ajaccio,28-208,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f19f32b1
412,Florian Sotoca,fr FRA,MFFW,Lens,31-355,1990,9.3,6,32,12,37.5,3.42,1.28,0.16,0.42,14.9,0,1,3,5.7,3.3,0.10,+0.3,+1.7,Matches,7a42d0df
413,Arnaud Souquet,fr FRA,MFDF,Montpellier,30-245,1992,1.7,0,1,0,0.0,0.59,0.00,0.00,,20.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,4e0afc5d
414,Kevin Spadanuda,ch SUI,MF,Ajaccio,25-272,1997,4.4,0,3,0,0.0,0.69,0.00,0.00,,13.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,a45a5d95
415,Stijn Spierings,nl NED,MF,Toulouse,26-217,1996,10.0,1,10,1,10.0,1.00,0.10,0.10,1.00,19.8,0,0,0,1.0,1.0,0.10,0.0,0.0,Matches,a08985b8
416,Calvin Stengs,nl NED,FW,Nice,23-301,1998,2.4,0,3,1,33.3,1.27,0.42,0.00,0.00,19.1,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,8f7e6783
417,Kamaldeen Sulemana,gh GHA,MFFW,Rennes,20-242,2002,2.8,1,8,2,25.0,2.89,0.72,0.13,0.50,18.2,0,0,0,0.9,0.9,0.11,+0.1,+0.1,Matches,a62f8bf1
418,Issiaga Sylla,gn GUI,DF,Toulouse,28-287,1994,6.7,0,4,2,50.0,0.60,0.30,0.00,0.00,20.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,b99bec05
419,Nicolás Tagliafico,ar ARG,DF,Lyon,30-045,1992,9.8,1,7,3,42.9,0.71,0.31,0.14,0.33,14.7,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches,f0661424
420,Waniss Taibi,fr FRA,MF,Angers,20-222,2002,1.2,0,1,0,0.0,0.83,0.00,0.00,,6.7,0,0,0,0.5,0.5,0.49,-0.5,-0.5,Matches,95192fe4
421,Flavien Tait,fr FRA,MF,Rennes,29-255,1993,8.6,1,15,5,33.3,1.75,0.58,0.07,0.20,18.6,0,0,0,1.4,1.4,0.10,-0.4,-0.4,Matches,a0f9b535
422,Montassar Talbi,tn TUN,DF,Lorient,24-142,1998,10.0,0,2,0,0.0,0.20,0.00,0.00,,12.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,a4a44eb0
423,Florian Tardieu,fr FRA,MF,Troyes,30-176,1992,8.7,3,8,1,12.5,0.91,0.11,0.00,0.00,28.9,1,3,3,2.7,0.4,0.04,+0.3,-0.4,Matches,ed39121c
424,Nuno Tavares,pt POR,DF,Marseille,22-262,2000,8.0,3,20,7,35.0,2.51,0.88,0.15,0.43,18.9,0,0,0,1.0,1.0,0.05,+2.0,+2.0,Matches,a65c844b
425,Enzo Tchato,cm CMR,DF,Montpellier,19-326,2002,5.9,1,3,1,33.3,0.51,0.17,0.33,1.00,19.5,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches,7f783431
426,Martin Terrier,fr FRA,FWMF,Rennes,25-225,1997,9.5,5,34,18,52.9,3.56,1.89,0.15,0.28,15.0,0,0,0,4.5,4.5,0.13,+0.5,+0.5,Matches,5148dcc5
427,Tetê,br BRA,FWMF,Lyon,22-242,2000,8.6,5,23,9,39.1,2.67,1.04,0.22,0.56,15.7,0,0,0,3.7,3.7,0.16,+1.3,+1.3,Matches,7120a04d
428,Arthur Theate,be BEL,DF,Rennes,22-143,2000,10.0,1,5,3,60.0,0.50,0.30,0.20,0.33,7.3,0,0,0,0.7,0.7,0.14,+0.3,+0.3,Matches,df8d6029
429,Sada Thioub,sn SEN,FWDF,Angers,27-136,1995,4.1,0,3,0,0.0,0.73,0.00,0.00,,15.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,f4bc42b1
430,Adrien Thomasson,fr FRA,MF,Strasbourg,28-309,1993,6.0,0,11,4,36.4,1.82,0.66,0.00,0.00,10.7,0,0,0,1.8,1.8,0.16,-1.8,-1.8,Matches,c76b7567
431,Khéphren Thuram-Ulie,fr FRA,MF,Nice,21-203,2001,7.7,0,4,0,0.0,0.52,0.00,0.00,,22.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,7d9397f8
432,Jean-Clair Todibo,fr FRA,DF,Nice,22-289,1999,6.9,0,3,1,33.3,0.43,0.14,0.00,0.00,16.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,88f130ed
433,Karl Toko Ekambi,cm CMR,FWMF,Lyon,30-031,1992,9.4,4,23,12,52.2,2.44,1.28,0.17,0.33,14.7,0,0,0,2.8,2.8,0.12,+1.2,+1.2,Matches,5ceba7fc
434,Corentin Tolisso,fr FRA,MF,Lyon,28-073,1994,5.5,0,5,1,20.0,0.91,0.18,0.00,0.00,22.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,652d4c37
435,Birama Touré,ml MLI,MF,Auxerre,30-131,1992,9.8,0,9,2,22.2,0.92,0.20,0.00,0.00,20.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,a4b798a9
436,Souleymane Touré,fr FRA,DF,Marseille,19-201,2003,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,01fd01e8
437,Yoann Touzghar,tn TUN,FW,Ajaccio,35-321,1986,2.6,0,2,0,0.0,0.76,0.00,0.00,,12.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,4e47507a
438,Hamari Traoré,ml MLI,DF,Rennes,30-261,1992,9.1,0,6,1,16.7,0.66,0.11,0.00,0.00,23.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,a4b1028a
439,Adrien Truffert,fr FRA,DF,Rennes,20-329,2001,8.5,0,5,1,20.0,0.59,0.12,0.00,0.00,20.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,5d0e0a1f
440,Ike Ugbo,ca CAN,FW,Troyes,24-024,1998,3.4,1,4,1,25.0,1.17,0.29,0.25,1.00,15.7,0,0,0,0.4,0.4,0.10,+0.6,+0.6,Matches,8a53d24b
441,Chimuanya Ugochukwu,fr FRA,MF,Rennes,18-203,2004,3.1,0,1,0,0.0,0.32,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,1df4a109
442,Cengiz Ünder,tr TUR,MFFW,Marseille,25-093,1997,4.1,0,11,3,27.3,2.67,0.73,0.00,0.00,16.2,1,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches,1880614f
443,Jere Uronen,fi FIN,DF,Brest,28-094,1994,1.5,0,1,0,0.0,0.69,0.00,0.00,,32.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,d75f3980
444,Yan Valery,tn TUN,DF,Angers,23-235,1999,4.2,0,3,1,33.3,0.71,0.24,0.00,0.00,19.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,531a4aa8
445,Vanderson,br BRA,DF,Monaco,21-116,2001,6.1,0,5,1,20.0,0.82,0.16,0.00,0.00,26.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,ee45fd85
446,Jordan Veretout,fr FRA,MF,Marseille,29-228,1993,6.6,0,3,1,33.3,0.45,0.15,0.00,0.00,21.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,4a56052c
447,Marco Verratti,it ITA,MF,Paris S-G,29-344,1992,6.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1467af0d
448,Clément Vidal,fr FRA,DF,Ajaccio,22-119,2000,4.5,0,4,0,0.0,0.89,0.00,0.00,,9.2,0,0,0,0.6,0.6,0.14,-0.6,-0.6,Matches,b2791a55
449,Alan Virginius,fr FRA,MFFW,Lille,19-285,2003,0.7,0,1,1,100.0,1.53,1.53,0.00,0.00,16.3,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,01becd60
450,Mattia Viti,it ITA,DF,Nice,20-264,2002,5.0,1,2,1,50.0,0.40,0.20,0.50,1.00,8.2,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches,75438a9a
451,Vitinha,pt POR,MF,Paris S-G,22-244,2000,6.6,0,10,2,20.0,1.52,0.30,0.00,0.00,20.4,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches,3b029691
452,Kevin Volland,de GER,FW,Monaco,30-077,1992,0.8,1,1,1,100.0,1.30,1.30,1.00,1.00,17.0,0,0,0,0.1,0.1,0.12,+0.9,+0.9,Matches,64f69877
453,Timothy Weah,us USA,FW,Lille,22-235,2000,0.5,0,1,0,0.0,2.09,0.00,0.00,,4.0,0,0,0,0.5,0.5,0.51,-0.5,-0.5,Matches,8eec784d
454,Mateusz Wieteska,pl POL,DF,Clermont Foot,25-246,1997,10.0,0,3,0,0.0,0.30,0.00,0.00,,7.4,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches,3ecc8c5f
455,Christopher Wooh,cm CMR,MF,Lens,21-027,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b003239d
456,Xeka,pt POR,MF,Rennes,27-339,1994,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f3600c02
457,Yusuf Yazıcı,tr TUR,MF,Lille,25-259,1997,2.2,1,5,2,40.0,2.25,0.90,0.20,0.50,18.3,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches,f5c8b425
458,Darlin Yongwa,cm CMR,FWDF,Lorient,22-023,2000,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,061266cd
459,Leny Yoro,fr FRA,DF,Lille,16-336,2005,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6763f716
460,Mohamed Youssouf,km COM,DF,Ajaccio,34-203,1988,4.4,0,1,0,0.0,0.23,0.00,0.00,,26.9,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,1a85bcdb
461,Warren Zaire-Emery,fr FRA,MF,Paris S-G,16-221,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6b9960cf
462,Oliver Zandén,se SWE,DF,Toulouse,21-062,2001,1.5,0,2,1,50.0,1.30,0.65,0.00,0.00,17.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,72d4922b
463,Akim Zedadka,dz ALG,DF,Lille,27-138,1995,3.8,1,3,1,33.3,0.78,0.26,0.33,1.00,14.3,0,0,0,0.3,0.3,0.09,+0.7,+0.7,Matches,0ff630d0
464,Mehdi Zeffane,dz ALG,DF,Clermont Foot,30-149,1992,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c8c02ac7
465,Arber Zeneli,xk KVX,FWMF,Reims,27-232,1995,3.4,0,6,2,33.3,1.77,0.59,0.00,0.00,22.2,2,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,095e4199
466,Edon Zhegrova,xk KVX,FWMF,Lille,23-198,1999,2.6,0,9,3,33.3,3.46,1.15,0.00,0.00,20.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,34a88e3e
